source,relationship,target,derivation_level,source_label,target_label,source_centroid_x,source_centroid_y,source_centroid_z,target_centroid_x,target_centroid_y,target_centroid_z,source_box_center_x,source_box_center_y,source_box_center_z,target_box_center_x,target_box_center_y,target_box_center_z,centroid_distance
wall_5,adjacent_to,vault_0,geometric,wall,vault,627.218933,814.594727,230.842926,631.64447,807.507263,234.109207,627.59967,814.223511,231.210411,631.63269,807.523499,233.706909,8.971405
vault_0,adjacent_to,wall_5,geometric,vault,wall,631.64447,807.507263,234.109207,627.218933,814.594727,230.842926,631.63269,807.523499,233.706909,627.59967,814.223511,231.210411,8.971405
vault_0,above,wall_6,geometric,vault,wall,631.64447,807.507263,234.109207,636.752319,811.091309,230.705414,631.63269,807.523499,233.706909,636.729675,811.092499,230.815903,7.107835
wall_6,below,vault_0,geometric,wall,vault,636.752319,811.091309,230.705414,631.64447,807.507263,234.109207,636.729675,811.092499,230.815903,631.63269,807.523499,233.706909,7.107835
vault_0,above,wall_7,geometric,vault,wall,631.64447,807.507263,234.109207,634.272705,812.240601,230.793167,631.63269,807.523499,233.706909,634.282684,812.225525,230.808411,6.348876
wall_7,below,vault_0,geometric,wall,vault,634.272705,812.240601,230.793167,631.64447,807.507263,234.109207,634.282684,812.225525,230.808411,631.63269,807.523499,233.706909,6.348876
wall_8,adjacent_to,vault_0,geometric,wall,vault,627.300293,803.599854,230.890884,631.64447,807.507263,234.109207,627.324677,803.596008,231.225906,631.63269,807.523499,233.706909,6.670631
vault_0,adjacent_to,wall_8,geometric,vault,wall,631.64447,807.507263,234.109207,627.300293,803.599854,230.890884,631.63269,807.523499,233.706909,627.324677,803.596008,231.225906,6.670631
wall_9,adjacent_to,vault_0,geometric,wall,vault,635.545044,811.791565,232.917908,631.64447,807.507263,234.109207,635.498688,811.735504,232.85791,631.63269,807.523499,233.706909,5.915143
vault_0,adjacent_to,wall_9,geometric,vault,wall,631.64447,807.507263,234.109207,635.545044,811.791565,232.917908,631.63269,807.523499,233.706909,635.498688,811.735504,232.85791,5.915143
wall_10,adjacent_to,vault_0,geometric,wall,vault,630.843201,801.832825,232.922134,631.64447,807.507263,234.109207,630.953674,801.872528,232.836403,631.63269,807.523499,233.706909,5.852386
vault_0,adjacent_to,wall_10,geometric,vault,wall,631.64447,807.507263,234.109207,630.843201,801.832825,232.922134,631.63269,807.523499,233.706909,630.953674,801.872528,232.836403,5.852386
